area_sqm,price,region
37.0,5981096,Санкт-Петербург
18.4,3438454,Санкт-Петербург
25.0,4525188,Санкт-Петербург
40.2,5299800,
31.0,4012096,
49.8,3696700,
39.5,8532000,Санкт-Петербург
88.7,12900000,"Республика Татарстан, Казань"
65.3,8516430,"Ленинградская область, Бугры"
80.5,10967750,
61.7,7657650,
27.0,8102600,
34.6,5570600,Санкт-Петербург
43.3,5752250,"Ленинградская область, Мурино"
61.4,2333000,"Саратовская область, Саратов"
59.1,9751500,Санкт-Петербург
40.7,8914281,Санкт-Петербург
18.4,3454094,Санкт-Петербург
105.0,21040000,Санкт-Петербург
109.8,28496229,Москва
18.4,3712936,Санкт-Петербург
44.0,1900000,"Дагестан, Каспийск"
18.1,3652399,Санкт-Петербург
36.1,3971000,"Ленинградская область, Старая"
18.4,3438454,Санкт-Петербург
55.0,16500000,Москва
36.1,5979776,"Московская область, Люберцы"
35.0,4516832,"Ленинградская область, Гатчина"
55.6,7806240,"Московская область, Одинцово"
18.4,3454094,Санкт-Петербург
18.3,3419767,Санкт-Петербург
52.0,9169000,Санкт-Петербург
53.1,5050000,"Ленинградская область, Тельмана"
18.5,6405888,Москва
36.6,4522570,Санкт-Петербург
27.1,6241264,Санкт-Петербург
18.4,3454094,Санкт-Петербург
44.9,10753205,"Московская область, Заречье"
38.0,6476000,Санкт-Петербург
75.0,5470000,"Татарстан, Казань"
28.6,4089800,Санкт-Петербург
27.0,5800000,Москва
24.4,2660000,"Тюменская область, Тюмень"
51.4,8892200,Санкт-Петербург
40.9,6218320,Санкт-Петербург
46.1,6086000,"Ленинградская область, Аннино"
77.8,33280000,Москва
83.0,23900000,Москва
22.7,3172400,"Московская область, Мытищи"
55.0,7084882,"Московская область, Томилино"
18.4,3454094,Санкт-Петербург
18.4,3728576,Санкт-Петербург
36.3,5699709,Санкт-Петербург
48.7,2462000,"Вологодская область, Вологда"
37.6,5094800,Санкт-Петербург
18.4,3791918,Санкт-Петербург
66.3,8656065,"Ленинградская область, Бугры"
34.1,16496365,Москва
70.8,12390000,Санкт-Петербург
48.1,6154699,
100.5,54973500,
29.5,3683750,
69.6,14937204,"Московская область, Заречье"
23.5,3001600,"Ленинградская область, Мурино"
46.0,2350000,"Северная Осетия, Владикавказ"
78.4,14582400,
59.7,7361280,
63.9,5652000,
30.1,2718600,"Ленинградская область, Старая"
36.9,4428000,"Краснодарский край, Краснодар"
28.0,3388000,"Ленинградская область, Мурино"
18.4,3728576,Санкт-Петербург
104.7,17730881,Санкт-Петербург
25.3,3307750,"Ленинградская область, Мурино"
37.7,5536458,"Ленинградская область, Бугры"
48.5,5152000,"Татарстан, Казань"
25.9,3392900,"Ленинградская область, Мурино"
18.4,3454094,Санкт-Петербург
27.1,6163187,Санкт-Петербург
69.4,6219000,"Ленинградская область, Старая"
33.7,4242420,"Ленинградская область, Мурино"
18.4,3454094,Санкт-Петербург
73.1,5700000,"Татарстан, Казань"
90.7,11973000,"Ленинградская область, Аннино"
18.4,3438454,Санкт-Петербург
34.9,6648450,Санкт-Петербург
77.1,6631000,"Краснодарский край, Краснодар"
18.4,3454094,Санкт-Петербург
60.5,3630000,"Удмуртия, Ижевск"
41.0,5136047,"Ленинградская область, Янино-1"
51.6,8926800,Санкт-Петербург
47.1,10866144,Санкт-Петербург
33.0,4496616,"Ленинградская область, Мурино"
36.1,4250147,Санкт-Петербург
32.5,4414560,"Ленинградская область, Мурино"
20.3,3948350,Санкт-Петербург
83.7,22456386,Москва
36.8,5544420,"Ленинградская область, Янино-1"
18.4,3438454,Санкт-Петербург
73.0,2550000,"Кабардино-Балкарская Республика, Нальчик"
18.4,3438454,Санкт-Петербург
50.0,23000000,"Краснодарский край, Сочи"
29.8,3300000,"Краснодарский край, Краснодар"
83.1,32745985,Москва
46.2,5077000,"Татарстан, Казань"
36.3,9100000,Санкт-Петербург
39.2,5706399,Санкт-Петербург
46.7,10529166,Санкт-Петербург
36.3,9100000,Санкт-Петербург
33.8,4052400,"Ленинградская область, Бугры"
46.7,10529166,Санкт-Петербург
21.4,4140900,Санкт-Петербург
18.4,3454094,Санкт-Петербург
69.7,14527780,"Московская область, Заречье"
53.8,9199800,Санкт-Петербург
35.6,6621600,
56.0,9142000,
35.9,4493333,
51.4,7660830,"Московская область, Кокошкино"
75.4,6402200,"Краснодарский край, Краснодар"
18.4,3454094,Санкт-Петербург
137.4,54958388,
26.4,4021524,
49.5,7217100,
18.4,3454094,Санкт-Петербург
57.0,7560335,"Ленинградская область, Кудрово"
28.2,1525000,"Ростовская область, Ростов-на-Дону"
38.6,5868720,Санкт-Петербург
64.9,31620038,Москва
34.9,5027040,Санкт-Петербург
83.0,30000000,Москва
18.4,3454094,Санкт-Петербург
18.4,3712936,Санкт-Петербург
67.1,2200000,"Краснодарский край, Краснодар"
79.5,10255809,"Московская область, Кокошкино"
28.0,3744937,"Ленинградская область, Мурино"
35.4,2350000,"Удмуртия, Ижевск"
78.4,11007360,Санкт-Петербург
37.0,6150697,Санкт-Петербург
62.7,6929000,"Ленинградская область, Аннино"
36.0,4857300,"Ленинградская область, Кудрово"
36.0,5592486,Санкт-Петербург
18.4,3422814,Санкт-Петербург
52.7,7855119,"Московская область, Люберцы"
22.7,3349836,"Ленинградская область, Мурино"
64.9,32894182,Москва
50.9,4584600,"Ленинградская область, Малое Верево"
61.9,11580487,Москва
24.4,3650102,Санкт-Петербург
91.1,7515000,"Московская область, Андреевка"
18.1,3667784,Санкт-Петербург
69.9,12248319,Москва
18.4,3438454,Санкт-Петербург
30.2,4439400,Санкт-Петербург
49.2,7372989,"Московская область, Кокошкино"
41.0,6019101,"Ленинградская область, Бугры"
34.0,5395340,Санкт-Петербург
26.5,1683000,"Ростовская область, Ростов-на-Дону"
32.0,4300211,"Ленинградская область, Кудрово"
38.5,2080000,"Вологодская область, Вологда"
46.5,9958020,"Московская область, Заречье"
36.7,5178930,"Ленинградская область, Кудрово"
18.4,3438454,Санкт-Петербург
88.4,14144000,Санкт-Петербург
32.0,4300211,"Ленинградская область, Кудрово"
36.7,5178930,"Ленинградская область, Кудрово"
18.4,3712936,Санкт-Петербург
18.4,3454094,Санкт-Петербург
39.5,5173190,"Ленинградская область, Мурино"
35.6,7229786,"Московская область, Одинцово"
66.2,8173230,"Ленинградская область, Янино-1"
45.1,9252568,
34.9,4833010,
57.9,6481440,
39.5,4973220,"Ленинградская область, Мурино"
63.9,5652000,"Ленинградская область, Старая"
18.4,3454094,Санкт-Петербург
74.3,12729755,
49.4,7246980,
29.5,3682500,
34.7,7840049,Москва
23.0,3903464,Санкт-Петербург
87.5,24570323,Москва
68.0,6408628,"Ленинградская область, Гатчина"
18.4,3728576,Санкт-Петербург
25.4,3122970,"Ленинградская область, Мурино"
18.4,3438454,Санкт-Петербург
37.3,3169650,"Ленинградская область, Малое Верево"
35.1,4398030,Санкт-Петербург
60.5,10283300,Москва
29.2,4293870,"Ленинградская область, Мурино"
66.5,6487470,"Ленинградская область, Янино-1"
53.9,6468000,"Краснодарский край, Краснодар"
61.8,7417600,"Ленинградская область, Сертолово"
33.6,4329468,"Ленинградская область, Мурино"
53.8,6216210,Санкт-Петербург
35.6,10665000,Москва
50.0,8320000,Москва
57.6,10535000,Москва
42.7,2600000,"Калининградская область, Калининград"
54.9,5873230,"Ленинградская область, Бугры"
49.8,4976000,"Краснодарский край, Краснодар"
18.4,3454094,Санкт-Петербург
40.0,6812000,Санкт-Петербург
18.4,3454094,Санкт-Петербург
40.0,5640000,"Краснодарский край, Краснодар"
18.4,3438454,Санкт-Петербург
31.0,3100000,"Ростовская область, Ростов-на-Дону"
60.0,9300220,Санкт-Петербург
42.0,3370000,"Крым, Грэсовский"
20.4,4968644,Санкт-Петербург
51.9,7292598,"Московская область, Одинцово"
37.7,4832697,"Московская область, Апрелевка"
53.9,6063052,"Московская область, Пушкино"
63.1,9618709,Санкт-Петербург
161.4,36600000,Санкт-Петербург
32.3,4392800,Санкт-Петербург
18.4,3454094,Санкт-Петербург
51.6,6372600,Санкт-Петербург
25.4,3122970,"Ленинградская область, Мурино"
22.4,4706780,Санкт-Петербург
58.6,7921228,Санкт-Петербург
60.2,7800000,"Московская область, Видное"
65.7,8577765,"Ленинградская область, Бугры"
37.0,2457000,"Ростовская область, Ростов-на-Дону"
38.6,5700000,"Крым, Севастополь"
18.4,3454094,Санкт-Петербург
78.3,35210000,
59.3,11405980,
36.2,5367648,
139.7,13921690,"Свердловская область, Екатеринбург"
18.4,3454094,Санкт-Петербург
58.2,8105120,Санкт-Петербург
28.5,4000066,
54.3,7574850,
35.8,5503997,
41.5,4853160,Санкт-Петербург
37.9,5552595,"Ленинградская область, Бугры"
105.1,38718840,Москва
66.5,6487470,"Ленинградская область, Янино-1"
35.7,9000000,Москва
39.2,6034000,"Республика Татарстан, Казань"
75.3,7025000,"Московская область, Андреевка"
18.4,3454094,Санкт-Петербург
41.1,6136641,Санкт-Петербург
18.4,3776278,Санкт-Петербург
35.8,5650185,Санкт-Петербург
18.4,3454094,Санкт-Петербург
18.4,3422814,Санкт-Петербург
77.6,8575000,"Ленинградская область, Аннино"
18.4,3454094,Санкт-Петербург
25.0,4119470,Санкт-Петербург
25.5,3090340,"Ленинградская область, Мурино"
52.9,8225950,Санкт-Петербург
44.4,16500000,"Краснодарский край, Сочи"
65.0,27088388,Москва
34.0,2149000,"Башкортостан, Уфа"
36.6,5374320,"Краснодарский край, Краснодар"
28.1,3798900,"Краснодарский край, Краснодар"
18.4,3454094,Санкт-Петербург
120.5,15665000,"Калининградская область, Калининград"
29.8,3667860,"Ленинградская область, Мурино"
53.5,11051676,Москва
56.7,5384600,"Краснодарский край, Краснодар"
18.4,3438454,Санкт-Петербург
39.0,1923193,"Псковская область, Псков"
80.0,7205000,"Московская область, Андреевка"
35.9,5163840,"Ленинградская область, Кудрово"
47.8,10903440,Санкт-Петербург
36.9,4428000,"Краснодарский край, Краснодар"
43.3,2706250,"Ставропольский край, Ставрополь"
57.1,2900000,"Ставропольский край, Ессентуки"
38.0,4600000,"Ростовская область, Ростов-на-Дону"
38.8,7484321,"Московская область, Одинцово"
58.0,20500000,Москва
21.4,3225360,Санкт-Петербург
25.9,3749177,"Ленинградская область, Мурино"
52.0,7773672,Санкт-Петербург
61.2,11071770,Санкт-Петербург
54.6,4895100,"Ленинградская область, Старая"
110.5,36658355,Москва
39.6,5798104,Санкт-Петербург
31.8,5950511,"Московская область, Кокошкино"
63.9,5652000,
20.0,3080000,
32.0,4474814,
42.6,2312000,"Ростовская область, Ростов-на-Дону"
18.4,3438454,Санкт-Петербург
47.3,7820815,"Московская область, Одинцово"
39.2,5714849,
48.1,5524690,
36.3,4752680,
18.4,3438454,Санкт-Петербург
26.1,3814980,"Ленинградская область, Мурино"
34.7,4162800,"Ленинградская область, Бугры"
74.0,1800000,"Кабардино-Балкарская Республика, Нальчик"
25.5,3684750,Санкт-Петербург
34.0,4121040,"Ленинградская область, Мурино"
52.5,4960000,"Московская область, Андреевка"
18.4,3454094,Санкт-Петербург
34.3,2500250,"Татарстан, Набережные Челны"
49.6,6172710,Санкт-Петербург
54.9,7318159,"Московская область, Люберцы"
126.7,24200000,"Московская область, Красногорск"
106.5,4473000,"Кабардино-Балкарская Республика, Нальчик"
57.6,11516581,"Московская область, Заречье"
59.2,19184687,Москва
66.0,9824000,Санкт-Петербург
65.5,6814080,"Краснодарский край, Краснодар"
42.0,13200000,Москва
31.6,5071211,"Московская область, Видное"
24.1,2950000,Санкт-Петербург
29.1,4175850,Санкт-Петербург
34.6,4963767,Санкт-Петербург
37.5,14529652,Москва
100.6,35099995,Москва
18.4,3454094,Санкт-Петербург
36.3,2755581,"Ростовская область, Ростов-на-Дону"
20.6,3059100,Санкт-Петербург
87.5,24876250,Москва
33.8,4053600,"Ленинградская область, Бугры"
25.3,3307750,"Ленинградская область, Мурино"
34.2,1800000,"Ставропольский край, Ставрополь"
32.8,5520240,Санкт-Петербург
31.0,4392375,"Ленинградская область, Кудрово"
65.0,3735000,"Удмуртия, Ижевск"
34.7,4161600,"Ленинградская область, Бугры"
31.0,2050000,"Ростовская область, Ростов-на-Дону"
26.6,3652952,Санкт-Петербург
41.7,9246533,Санкт-Петербург
71.1,11233800,Санкт-Петербург
71.4,11709600,Москва
46.0,2350000,"Северная Осетия, Владикавказ"
32.6,4417476,"Московская область, Видное"
67.0,8308000,"Ленинградская область, Аннино"
71.4,11709600,Москва
70.4,3860000,"Удмуртия, Ижевск"
41.0,6960000,Санкт-Петербург
18.4,3438454,Санкт-Петербург
44.6,8474000,
49.1,6510000,
51.8,9065000,
40.0,16134112,Москва
52.1,6900045,Санкт-Петербург
51.0,5400000,"Татарстан, Казань"
78.0,25501674,
22.2,2000145,
25.0,3356948,
58.5,6331591,"Московская область, Балашиха"
73.3,14645393,Москва
54.9,6588000,"Краснодарский край, Краснодар"
22.0,4633560,Санкт-Петербург
51.3,8366004,Санкт-Петербург
76.7,9334707,"Московская область, Люберцы"
34.8,5291559,"Ленинградская область, Бугры"
50.6,2590000,"Владимирская область, Муром"
69.5,8867000,"Республика Татарстан, Казань"
51.1,5100000,"Краснодарский край, Краснодар"
34.6,4875780,"Ленинградская область, Кудрово"
29.5,3683750,"Ленинградская область, Бугры"
35.8,3221100,"Ленинградская область, Малое Верево"
20.4,6104575,Москва
60.4,10290000,Москва
101.3,11654000,"Башкортостан, Уфа"
156.8,9662000,"Белгородская область, Старый Оскол"
35.9,4238560,"Ленинградская область, Мурино"
18.4,3422814,Санкт-Петербург
69.6,4036800,"Тверская область, Тверь"
52.0,17560390,Москва
25.9,2950000,"Московская область, Щёлково"
76.8,15868548,"Московская область, Заречье"
47.9,4800000,"Калининградская область, Калининград"
71.3,6008500,"Московская область, Андреевка"
22.1,5709669,Москва
65.5,12811115,Санкт-Петербург
121.8,31108270,Санкт-Петербург
38.3,7500000,"Краснодарский край, Новороссийск"
64.4,12300400,Санкт-Петербург
65.5,8550360,"Ленинградская область, Бугры"
43.0,3280000,"Алтайский край, Барнаул"
28.0,4089460,"Ленинградская область, Мурино"
51.1,20347733,Москва
75.3,6920000,"Московская область, Андреевка"
18.4,3438454,Санкт-Петербург
92.4,20586572,Санкт-Петербург
34.7,4162800,"Ленинградская область, Бугры"
41.0,2400000,"Владимирская область, Владимир"
46.0,4700000,"Свердловская область, Екатеринбург"
18.4,3454094,Санкт-Петербург
40.9,5959539,Санкт-Петербург
18.4,3454094,Санкт-Петербург
36.0,4212450,Санкт-Петербург
34.7,4161600,"Ленинградская область, Бугры"
62.7,8476220,Санкт-Петербург
32.7,5160280,Санкт-Петербург
24.3,3531000,
59.4,7512030,
41.2,21794800,
86.2,20460006,Москва
35.6,8491473,Санкт-Петербург
44.0,7900000,"Краснодарский край, Супсех"
39.3,5341920,
117.4,60461000,
65.1,12700477,
103.3,27226339,Санкт-Петербург
82.3,17494746,Санкт-Петербург
65.6,8744480,"Московская область, Люберцы"
97.0,8500000,"Краснодарский край, Краснодар"
39.2,5413740,"Ленинградская область, Мурино"
60.8,7296000,Санкт-Петербург
35.5,4193720,"Ленинградская область, Мурино"
29.0,2620000,"Адыгея, Яблоновский"
33.2,6502476,"Московская область, Люберцы"
21.2,6648278,Москва
59.5,4100000,"Калининградская область, Калининград"
140.0,13875990,"Свердловская область, Екатеринбург"
36.4,3093150,"Ленинградская область, Малое Верево"
41.8,5601200,Санкт-Петербург
57.6,7493106,"Московская область, Мытищи"
62.3,4290000,"Калининградская область, Калининград"
110.0,12500000,"Татарстан, Казань"
39.4,1745000,"Краснодарский край, Краснодар"
18.4,3422814,Санкт-Петербург
63.0,5200000,"Татарстан, Набережные Челны"
44.5,10192178,Санкт-Петербург
49.2,6642000,"Ленинградская область, Бугры"
47.9,6411900,"Ленинградская область, Мурино"
32.7,4152900,Санкт-Петербург
26.7,3636640,"Ленинградская область, Мурино"
38.5,6036030,Санкт-Петербург
51.6,7278984,"Татарстан, Казань"
58.6,8310000,Санкт-Петербург
21.2,3126809,"Ленинградская область, Мурино"
73.0,4162140,"Удмуртия, Ижевск"
52.4,7506544,Санкт-Петербург
70.4,9722235,Санкт-Петербург
32.4,4422600,Санкт-Петербург
35.3,3176550,"Ленинградская область, Малое Верево"
69.0,8060300,"Московская область, Котельники"
25.8,4682700,Санкт-Петербург
26.8,3800031,Санкт-Петербург
62.0,6800000,"Московская область, Подольск"
25.3,3307750,"Ленинградская область, Мурино"
40.1,5861432,Санкт-Петербург
35.1,4358392,Санкт-Петербург
44.8,6409260,"Ленинградская область, Мурино"
40.9,6265062,Санкт-Петербург
26.8,3800031,Санкт-Петербург
88.9,19558000,Санкт-Петербург
40.1,5861432,Санкт-Петербург
20.8,3124500,Санкт-Петербург
23.0,4175234,
67.6,22374105,
34.9,4857680,
86.9,6687450,"Владимирская область, Владимир"
34.4,3390000,"Тюменская область, Тюмень"
40.7,6669686,"Московская область, Люберцы"
39.5,5374720,
36.0,2250000,
28.0,3949410,
33.7,4383069,Санкт-Петербург
41.5,4797000,"Ленинградская область, Аннино"
35.9,4303200,"Ленинградская область, Бугры"
21.9,5285979,Санкт-Петербург
71.5,24581700,Санкт-Петербург
39.8,5288080,Санкт-Петербург
133.9,49846648,Москва
32.9,4385475,Санкт-Петербург
61.3,15096964,Санкт-Петербург
21.5,4138750,Санкт-Петербург
54.1,5485500,"Московская область, Котельники"
37.7,1018000,"Краснодарский край, Краснодар"
26.9,4094532,"Ленинградская область, Бугры"
35.6,2430000,"Удмуртия, Ижевск"
57.4,5995692,"Московская область, Домодедово"
23.7,6000000,Санкт-Петербург
88.3,17660000,Санкт-Петербург
30.0,7018545,Санкт-Петербург
47.1,4636395,"Татарстан, Казань"
41.1,5045806,"Московская область, Апрелевка"
42.7,8504595,Санкт-Петербург
61.0,12810000,Санкт-Петербург
35.0,4238630,"Ленинградская область, Мурино"
37.4,4630091,"Ленинградская область, Мурино"
71.0,4779000,"Удмуртия, Ижевск"
50.7,8517600,Санкт-Петербург
33.1,5806071,Санкт-Петербург
40.6,5002492,"Ленинградская область, Янино-1"
109.6,28308874,Москва
18.4,3422814,Санкт-Петербург
43.0,1500000,"Ставропольский край, Минеральные Воды"
60.1,6040000,"Московская область, Щёлково"
33.1,5534982,Санкт-Петербург
37.0,12000000,"Краснодарский край, Сочи"
52.1,8365350,"Московская область, Люберцы"
39.0,2859150,"Удмуртия, Ижевск"
75.3,7025000,"Московская область, Андреевка"
118.0,58000000,Москва
34.5,4100000,"Татарстан, Казань"
68.0,18300000,Москва
75.3,7025000,"Московская область, Андреевка"
18.3,3419767,Санкт-Петербург
29.7,2550000,"Калининградская область, Калининград"
43.0,1880000,"Волгоградская область, Волгоград"
41.1,4645000,"Ленинградская область, Аннино"
24.8,3950086,Санкт-Петербург
50.5,4900000,"Ханты-Мансийский АО, Сургут"
33.8,4053600,
58.0,7240800,
91.0,14656000,
57.0,3479110,"Татарстан, Набережные Челны"
50.7,6227118,"Московская область, Томилино"
76.3,10431000,Санкт-Петербург
36.7,8174568,
50.9,7054740,
62.0,10672728,
67.6,6900000,"Краснодарский край, Краснодар"
21.6,1700000,Санкт-Петербург
38.1,4843780,"Ленинградская область, Мурино"
41.5,6439140,Санкт-Петербург
54.6,4895100,"Ленинградская область, Старая"
70.8,5522400,"Татарстан, Набережные Челны"
65.5,8550360,"Ленинградская область, Бугры"
42.8,6583068,Санкт-Петербург
28.1,3798900,"Краснодарский край, Краснодар"
28.1,3798900,"Краснодарский край, Краснодар"
63.5,7176000,"Ленинградская область, Аннино"
20.6,3048800,Санкт-Петербург
63.0,4209120,"Удмуртия, Ижевск"
52.5,6641250,Санкт-Петербург
62.4,9999999,"Московская область, Красногорск"
42.1,6316500,Санкт-Петербург
35.9,4312800,"Ленинградская область, Бугры"
70.0,4590000,"Саратовская область, Саратов"
71.6,8785320,"Ленинградская область, Янино-1"
41.4,5633712,Санкт-Петербург
49.3,7192314,"Ленинградская область, Бугры"
41.8,5797242,Санкт-Петербург
38.5,4425200,"Ленинградская область, Мурино"
54.7,8341750,Санкт-Петербург
87.2,11170320,"Московская область, Котельники"
78.0,11400000,Санкт-Петербург
81.2,13804000,Москва
57.7,13000000,Санкт-Петербург
39.0,6554000,Санкт-Петербург
33.0,3558600,"Краснодарский край, Краснодар"
36.1,4122620,Санкт-Петербург
83.3,10479140,"Московская область, Котельники"
33.1,5591583,Санкт-Петербург
81.1,5677000,"Владимирская область, Владимир"
67.9,17932390,Москва
46.0,3600000,"Ростовская область, Ростов-на-Дону"
23.1,3883834,Санкт-Петербург
24.5,5122148,Москва
39.6,5798104,Санкт-Петербург
87.2,14131260,Москва
23.1,3883834,Санкт-Петербург
24.5,5122148,Москва
87.2,14131260,Москва
32.4,4438800,Санкт-Петербург
41.0,6143850,Санкт-Петербург
42.2,4350000,"Крым, Мирное"
115.8,37130380,Санкт-Петербург
99.2,17055355,
50.9,6643620,
37.6,5048100,
38.6,4587450,"Ленинградская область, Мурино"
36.8,17970000,Москва
66.0,9939000,Санкт-Петербург
20.8,3900000,
53.9,5003000,
27.5,7012140,
35.4,21569361,Москва
77.9,9421060,Санкт-Петербург
44.9,5987475,"Ленинградская область, Мурино"
40.0,4300000,"Калининградская область, Калининград"
40.8,3270345,"Татарстан, Набережные Челны"
38.5,6275115,Санкт-Петербург
26.3,1950000,"Татарстан, Казань"
32.4,3787824,"Московская область, Домодедово"
71.0,3229200,"Смоленская область, Смоленск"
92.2,7000000,"Самарская область, Самара"
43.3,2279000,"Ростовская область, Ростов-на-Дону"
41.8,9580273,Санкт-Петербург
87.8,7155000,"Московская область, Андреевка"
67.4,20475000,Москва
58.2,8250404,Санкт-Петербург
82.4,11999968,"Московская область, Люберцы"
45.1,3292300,"Калининградская область, Васильково"
36.1,3065950,"Ленинградская область, Малое Верево"
40.9,6371811,Санкт-Петербург
26.0,7048812,Москва
46.7,3315700,"Татарстан, Набережные Челны"
23.6,3014400,"Ленинградская область, Мурино"
58.7,11174416,Москва
41.0,6571890,Санкт-Петербург
52.6,4730670,"Ленинградская область, Малое Верево"
39.3,5900000,Санкт-Петербург
92.9,3890000,"Удмуртия, Ижевск"
33.3,5860800,Санкт-Петербург
67.7,10553148,Москва
25.5,3090340,"Ленинградская область, Мурино"
40.3,5355910,"Ленинградская область, Мурино"
31.7,4687160,"Ленинградская область, Мурино"
32.0,5000000,"Краснодарский край, Анапа"
47.5,3774870,"Удмуртия, Ижевск"
32.8,4198400,Санкт-Петербург
46.2,6147260,"Ленинградская область, Мурино"
70.0,7499000,"Краснодарский край, Краснодар"
81.9,9417350,Санкт-Петербург
40.3,4542284,Санкт-Петербург
53.0,23800000,Москва
42.0,4788090,"Татарстан, Казань"
70.0,7499000,"Краснодарский край, Краснодар"
40.3,4542284,Санкт-Петербург
67.0,22900000,Москва
24.7,8780330,Москва
40.8,5910763,Санкт-Петербург
37.6,7866179,"Московская область, Заречье"
35.0,5130694,
78.3,32704039,
92.0,12823304,
24.2,3464890,"Ленинградская область, Мурино"
40.9,6069969,Санкт-Петербург
25.3,3114360,"Ленинградская область, Мурино"
37.6,5200750,
36.6,5165096,
32.6,4450205,
51.8,6653730,"Ленинградская область, Мурино"
36.6,6336521,"Московская область, Люберцы"
41.3,9755533,Санкт-Петербург
41.2,5071000,"Ленинградская область, Аннино"
41.6,3019720,"Удмуртия, Ижевск"
32.2,5155140,Санкт-Петербург
41.7,6443901,Санкт-Петербург
37.7,5050460,Санкт-Петербург
35.0,4527440,"Ленинградская область, Мурино"
35.6,5809920,"Московская область, Одинцово"
89.4,16986000,Санкт-Петербург
67.2,22057992,Москва
74.7,11998280,Санкт-Петербург
38.5,6271650,Санкт-Петербург
52.5,5900000,"Татарстан, Казань"
109.4,8752000,"Владимирская область, Владимир"
38.3,3258050,"Ленинградская область, Малое Верево"
39.9,4645524,Санкт-Петербург
36.2,6336750,"Татарстан, Казань"
25.7,8898888,Москва
28.4,5580000,Санкт-Петербург
20.6,3151800,Санкт-Петербург
73.0,5697120,"Татарстан, Казань"
20.0,3090000,Санкт-Петербург
64.8,6499197,"Московская область, Балашиха"
78.6,13519199,Москва
34.7,4162800,"Ленинградская область, Бугры"
41.8,5688144,Санкт-Петербург
38.0,8428200,Санкт-Петербург
45.9,3899800,"Ленинградская область, Малое Верево"
38.3,5631570,"Краснодарский край, Краснодар"
55.1,5899980,"Ленинградская область, Бугры"
44.0,5300000,"Самарская область, Самара"
38.0,2766400,"Удмуртия, Ижевск"
51.2,9075025,"Московская область, Одинцово"
47.5,3774870,"Удмуртия, Ижевск"
20.6,3151800,Санкт-Петербург
39.3,9788396,Санкт-Петербург
40.9,6563223,Санкт-Петербург
34.2,5304100,Санкт-Петербург
40.9,6563223,Санкт-Петербург
39.3,9788396,Санкт-Петербург
33.8,7423169,Санкт-Петербург
78.6,9801709,"Московская область, Кокошкино"
90.0,7155000,"Московская область, Андреевка"
41.6,3137688,"Удмуртия, Ижевск"
31.0,4900000,"Татарстан, Казань"
41.2,20723600,
23.0,4052896,
25.8,6851953,
36.1,2100000,"Пензенская область, Пенза"
53.2,6523959,Санкт-Петербург
29.5,3683750,"Ленинградская область, Бугры"
58.2,5026152,
31.4,4830980,
44.8,8375730,
51.0,3333850,"Удмуртия, Ижевск"
79.0,7105050,"Ленинградская область, Малое Верево"
35.3,6671700,Санкт-Петербург
34.7,4452525,Санкт-Петербург
33.0,4062720,"Ленинградская область, Мурино"
75.7,9641702,Санкт-Петербург
30.3,6554938,"Московская область, Люберцы"
34.7,3815900,"Ленинградская область, Бугры"
103.0,3708023,"Республика Дагестан, Махачкала"
35.8,5073517,"Московская область, Томилино"
53.4,2200000,"Краснодарский край, Краснодар"
61.2,7712460,Санкт-Петербург
102.2,7850000,"Московская область, Андреевка"
47.5,3774870,"Удмуртия, Ижевск"
26.0,3462967,Санкт-Петербург
55.8,14898600,Москва
32.0,4350000,"Московская область, Лобня"
70.0,12299000,Санкт-Петербург
31.2,3900000,"Ленинградская область, Бугры"
24.0,1700000,"Свердловская область, Екатеринбург"
38.4,4917752,Санкт-Петербург
48.6,4500000,"Республика Татарстан, Казань"
47.0,4600000,"Краснодарский край, Краснодар"
36.9,6420600,Санкт-Петербург
88.5,34640000,Москва
32.0,4960000,"Татарстан, Казань"
33.0,4172800,"Ленинградская область, Мурино"
52.5,6138419,Санкт-Петербург
31.9,4322450,Санкт-Петербург
41.5,4873900,Санкт-Петербург
55.4,5922450,"Ленинградская область, Бугры"
37.8,5437440,Санкт-Петербург
50.0,2950000,"Нижегородская область, Бор"
57.8,24976411,Москва
113.0,12923554,"Татарстан, Казань"
159.4,83000000,Москва
88.7,11500000,"Республика Татарстан, Казань"
45.7,9543000,Москва
52.3,9074050,Санкт-Петербург
55.7,7130880,"Ленинградская область, Мурино"
74.3,11200000,Санкт-Петербург
22.8,3142260,"Ленинградская область, Мурино"
45.1,9503797,"Московская область, Заречье"
53.3,5250780,"Татарстан, Казань"
38.0,4607030,Санкт-Петербург
59.4,15570000,Москва
51.4,6553500,Санкт-Петербург
23.0,3990547,
22.4,4706780,
46.1,6086000,
52.8,6963000,"Московская область, Балашиха"
40.5,10268345,Москва
39.9,4979763,Санкт-Петербург
61.2,15413220,
23.0,4342250,
28.0,3949410,
71.0,11000000,"Крым, Симферополь"
41.6,2990301,"Удмуртия, Ижевск"
31.2,3900000,"Ленинградская область, Бугры"
34.6,6306300,"Московская область, Люберцы"
36.9,4428000,"Краснодарский край, Краснодар"
60.2,2160000,"Республика Дагестан, Каспийск"
42.9,9907269,"Московская область, Заречье"
75.3,7025000,"Московская область, Андреевка"
53.6,6017052,"Ленинградская область, Янино-1"
28.0,3884987,"Ленинградская область, Мурино"
32.0,11000000,Москва
22.1,3303950,Санкт-Петербург
